Time: Mon Jan  4 22:20:43 2021 Delay 1000
total memory 11594342400 memory_used 3495694336 memory_free 8098648064 swap_total 4291817472   swap_used 0
Time: Mon Jan  4 22:20:50 2021 Delay 1000
total memory 11594342400 memory_used 3505557504 memory_free 8088784896 swap_total 4291817472   swap_used 0
Time: Mon Jan  4 22:20:55 2021 Delay 1000
total memory 11594342400 memory_used 3519434752 memory_free 8074907648 swap_total 4291817472   swap_used 0
